ContigSetID,cbID,contigSet,methodHTML,methodFails,transcriptBaseCoverage,transcriptBaseCoveragePercent,transcriptsPartial,contigBaseCoverage,contigBaseCoveragePercent,contigAssembledBases,contigAdditionalBases,contigsAssembled,contigsTP,contigsFP,contigsFN,contigSensitivity,contigSpecificity,contigFDR,contigF1
SOAPdenovo_HFk51.fa,103,SOAPdenovo-Trans,trimmed reads; k=51,,14123620,7.427565379,13428,17249877,19.48545758,40178119,22928242,80201,20449,59752,26427,0.436236027,0.254971883,0.745028117,0.321836367
SOAPdenovo_HFk61.fa,103,SOAPdenovo-Trans,trimmed reads; k=61,,9534769,5.014303707,10936,11067573,12.50192823,22880583,11813010,48747,14006,34741,32870,0.298788293,0.287320245,0.712679755,0.292942075
SOAPdenovo_HFk71.fa,103,SOAPdenovo-Trans,trimmed reads; k=71,,2455110,1.291134287,4251,2746866,3.102859279,4147975,1401109,8666,4843,3823,42033,0.103315129,0.558850681,0.441149319,0.174390551
SOAPdenovo_HTk21.fa,103,SOAPdenovo-Trans,normalized trimmed reads; k=21,,19450891,10.2291597,14276,25044089,28.28979788,62932318,37888229,75714,25115,50599,21761,0.535775237,0.331708799,0.668291201,0.409739783
SOAPdenovo_HTk23.fa,103,SOAPdenovo-Trans,normalized trimmed reads; k=23,,19298352,10.14893995,14212,24850100,28.07066794,62540839,37690739,73881,25010,48871,21866,0.533535285,0.338517345,0.661482655,0.414220294
SOAPdenovo_HTk25.fa,103,SOAPdenovo-Trans,normalized trimmed reads; k=25,,19287662,10.14331811,14204,24822320,28.03928766,61914100,37091780,72486,24928,47558,21948,0.531785989,0.343900891,0.656099109,0.417687371
SOAPdenovo_HTk27.fa,103,SOAPdenovo-Trans,normalized trimmed reads; k=27,,19082528,10.03543881,14230,24531411,27.71067691,61812189,37280778,71745,25013,46732,21863,0.533599283,0.348637536,0.651362464,0.421729711
SOAPdenovo_HTk29.fa,103,SOAPdenovo-Trans,normalized trimmed reads; k=29,,18833784,9.90462516,14338,24158581,27.28952822,61440540,37281959,71284,25286,45998,21590,0.539423159,0.354721957,0.645278043,0.427995938
SOAPdenovo_HTk31.fa,103,SOAPdenovo-Trans,normalized trimmed reads; k=31,,18630467,9.797701417,14368,23846505,26.93700723,60405319,36558814,71033,25200,45833,21676,0.537588531,0.354764687,0.645235313,0.427448286
SOAPdenovo_HTk41.fa,103,SOAPdenovo-Trans,normalized trimmed reads; k=41,,16776488,8.822699949,13919,21108428,23.84407601,52657613,31549185,67615,23019,44596,23857,0.491061524,0.34044221,0.65955779,0.40211021
SOAPdenovo_HTk51.fa,103,SOAPdenovo-Trans,normalized trimmed reads; k=51,,14129624,7.430722863,12976,17122017,19.34102695,41135249,24013232,60598,19514,41084,27362,0.416289786,0.322023829,0.677976171,0.363138992
SOAPdenovo_HTk61.fa,103,SOAPdenovo-Trans,normalized trimmed reads; k=61,,8399090,4.41705385,10683,9823236,11.0963254,22357974,12534738,40881,13654,27227,33222,0.291279119,0.333993787,0.666006213,0.311177456
SOAPdenovo_HTk71.fa,103,SOAPdenovo-Trans,normalized trimmed reads; k=71,,26958,0.014177124,98,30772,0.034760045,34254,3482,112,107,5,46769,0.002282618,0.955357143,0.044642857,0.004554354
TransLiG_HFk21.fa,104,TransLiG,trimmed reads; k=21,,22857215,12.02053431,15205,29232171,33.02065446,100417722,71185551,68191,24519,43672,22357,0.523060841,0.359563579,0.640436421,0.426169101
TransLiG_HFk23.fa,104,TransLiG,trimmed reads; k=23,,24505813,12.88752658,15259,31490334,35.57147493,97479302,65988968,63508,24701,38807,22175,0.526943425,0.388943125,0.611056875,0.447546746
TransLiG_HFk25.fa,104,TransLiG,trimmed reads; k=25,,25081448,13.19025114,15278,32181656,36.35239212,97452197,65270541,62043,24669,37374,22207,0.526260773,0.397611334,0.602388666,0.452978819
TransLiG_HFk27.fa,104,TransLiG,trimmed reads; k=27,,24929629,13.11041003,15309,32003450,36.15109066,93345788,61342338,60229,24476,35753,22400,0.522143528,0.406382308,0.593617692,0.457046823
TransLiG_HFk29.fa,104,TransLiG,trimmed reads; k=29,,24913868,13.10212137,15301,31978175,36.12254003,92054393,60076218,58765,24561,34204,22315,0.523956822,0.417952863,0.582047137,0.464989919
TransLiG_HFk31.fa,104,TransLiG,trimmed reads; k=31,,24719526,12.99991755,15208,31782607,35.90162645,89790535,58007928,57234,24247,32987,22629,0.517258298,0.423646783,0.576353217,0.465795793
TransLiG_HTk21.fa,104,TransLiG,normalized trimmed reads; k=21,,22067666,11.60531308,15088,28331605,32.00337529,107440249,79108644,70017,24314,45703,22562,0.518687601,0.347258523,0.652741477,0.41600438
TransLiG_HTk23.fa,104,TransLiG,normalized trimmed reads; k=23,,23935192,12.58743887,15186,30641793,34.61296319,104495633,73853840,65552,24425,41127,22451,0.521055551,0.372604955,0.627395045,0.434500302
TransLiG_HTk25.fa,104,TransLiG,normalized trimmed reads; k=25,,24560096,12.91607384,15262,31442147,35.5170429,106605202,75163055,64848,24549,40299,22327,0.523700828,0.378562176,0.621437824,0.43945795
TransLiG_HTk27.fa,104,TransLiG,normalized trimmed reads; k=27,,24360689,12.81120635,15177,31178605,35.21934591,100055379,68876774,62488,24300,38188,22576,0.518388941,0.388874664,0.611125336,0.44438755
TransLiG_HTk29.fa,104,TransLiG,normalized trimmed reads; k=29,,24288672,12.77333285,15161,31072656,35.09966595,98526599,67453943,60769,24259,36510,22617,0.517514293,0.39920025,0.60079975,0.450722282
TransLiG_HTk31.fa,104,TransLiG,normalized trimmed reads; k=31,,24204968,12.72931319,15107,30874420,34.8757386,95573459,64699039,59181,23937,35244,22939,0.510645106,0.40447103,0.59552897,0.451398776
Trinity_HTk21.fa,105,Trinity,Trinity's <em>in silico</em> normalization of trimmed reads; k=21,,26432384,13.90070395,17242,35701367,40.32825696,101769727,66068360,131004,32919,98085,13957,0.702257019,0.251282404,0.748717596,0.370125928
Trinity_HTk23.fa,105,Trinity,Trinity's <em>in silico</em> normalization of normalized trimmed reads; k=23,,26707286,14.04527401,17277,36130684,40.81321335,103189391,67058707,131024,32948,98076,13928,0.702875672,0.25146538,0.74853462,0.370410343
Trinity_HTk25.fa,105,Trinity,Trinity's <em>in silico</em> normalization of normalized trimmed reads; k=25,,27364362,14.39082812,17773,36921027,41.70598465,117441389,80520362,142780,33854,108926,13022,0.72220326,0.237106037,0.762893963,0.35700426
Trinity_HTk27.fa,105,Trinity,Trinity's <em>in silico</em> normalization of normalized trimmed reads; k=27,,27124963,14.26492897,17731,36636880,41.38501225,116779695,80142815,142537,33611,108926,13265,0.71701937,0.23580544,0.76419456,0.354896443
Trinity_HTk29.fa,105,Trinity,Trinity's <em>in silico</em> normalization of normalized trimmed reads; k=29,,26903768,14.14860325,17650,36358597,41.07066383,113249666,76891069,140651,33275,107376,13601,0.709851523,0.236578481,0.763421519,0.35488223
Trinity_HTk31.fa,105,Trinity,Trinity's <em>in silico</em> normalization of normalized trimmed reads; k=31,,26469631,13.92029202,17507,35758257,40.39251989,109008402,73250145,138736,32756,105980,14120,0.698779759,0.236103102,0.763896898,0.352951318
median,106,median,of all single k-mer assemblies,,23920199,12.57955411,15260.5,31466240.5,35.54425892,89850049.5,57505037.5,85909.5,26057.5,60587,20818.5,0.555881475,0.31115634,0.68884366,0.411448963
"cat 15, cluster ORFs @ 90% aa identity",507,15 assemblies merged,DRAP (cluster ORFs at 90% aa identity),,28411421,14.94147301,18354,38406649,43.38414296,268120754,229714105,324610,36197,288413,10679,0.772186193,0.111509196,0.888490804,0.194876792
"cat 15, 90%aa --> 95% nt identity",507,15 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity),,26170823,13.76314988,17136,35942120,40.6002115,172072482,136130362,187278,34379,152899,12497,0.733403021,0.183572016,0.816427984,0.293644354
"cat 15, 90%aa --> 95% nt identity --> tpm>0",507,15 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity &#8594; TPM>0 (used Salmon; original method used eXpress),,24403721,12.83383674,16126,33091773,37.3804601,135686433,102594660,122842,31102,91740,15774,0.663495179,0.253187021,0.746812979,0.366513864
"cat 15, 90%aa --> 95% nt identity --> tpm>10",507,15 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity &#8594; TPM>10 (used Salmon; original method used eXpress),,9394850,4.940720764,6767,10878076,12.28787245,17922291,7044215,12269,8656,3613,38220,0.184657394,0.705517972,0.294482028,0.292704371
"cat 15, 90%aa --> 95% nt identity --> tpm>1",507,15 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity &#8594; TPM>1 (used Salmon; original method used eXpress),,21244603,11.17246696,15018,28571761,32.27465546,91628787,63057026,91088,28484,62604,18392,0.607645704,0.312708589,0.687291411,0.412919312
"cat 15, 90%aa --> 95% nt identity --> tpm>3",507,15 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity &#8594; TPM>3 (used Salmon; original method used eXpress),,17426114,9.164336129,12319,21819606,24.64742253,46720297,24900691,46522,20436,26086,26440,0.4359587,0.439276041,0.560723959,0.437611084
"cat 15, 90%aa --> 95% nt identity --> tpm>5",507,15 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity &#8594; TPM>5 (used Salmon; original method used eXpress),,14205806,7.470786727,10163,17072077,19.28461473,32916504,15844427,29712,15312,14400,31564,0.326649031,0.515347334,0.484652666,0.399853763
"cat 15, 90%aa --> 95% nt identity --> tpm>0 -->TR 3/4",507,15 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity &#8594; TPM>0 &#8594;  Transrate contigs passing 3 of 4 criteria (used Salmon TPM>0; original method used eXpress FPKM>1 &amp;contigs meeting min. threshold based on all 4 crieteria),,23547642,12.3836276,15737,31836457,35.9624554,109199040,77362583,103728,30144,73584,16732,0.643058281,0.290606201,0.709393799,0.400308093
"cat 15, 90%aa --> 95% nt identity --> tpm>1 -->TR 3/4",507,15 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity &#8594; TPM>1 &#8594;  Transrate contigs passing 3 of 4 criteria (used Salmon TPM>1; original method used eXpress FPKM>1 &amp;contigs meeting min. threshold based on all 4 crieteria),,21085807,11.08895666,14882,28303101,31.97117718,86173608,57870507,84549,28099,56450,18777,0.599432545,0.332339827,0.667660173,0.427605098
"cat 15, 90%aa --> 95% nt identity --> tpm>0 -->TR 4/4",507,15 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity &#8594; TPM>0 &#8594;  Transrate contigs passing 4 of 4 criteria (used Salmon TPM>0; original method used eXpress FPKM>1),,16810372,8.840519433,13417,22532013,25.45215734,56646786,34114773,59781,24456,35325,22420,0.52171687,0.40909319,0.59090681,0.45859156
"cat 15, 90%aa --> 95% nt identity --> tpm>1 -->TR 4/4",507,15 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity &#8594; TPM>1 &#8594;  Transrate contigs passing 4 of 4 criteria (used Salmon TPM>1; original method used eXpress FPKM>1),,17706291,9.311680293,13362,23366194,26.39444803,59446546,36080352,55358,23872,31486,23004,0.509258469,0.431229452,0.568770548,0.467007062
"cat 4, cluster ORFs @ 90% aa identity",407,4 assemblies merged,DRAP (cluster ORFs at 90% aa identity),,27032849,14.21648652,17505,36755565,41.51907881,172805585,136050020,221029,34891,186138,11985,0.744325454,0.157857114,0.842142886,0.260472929
"cat 4, 90%aa --> 95% nt identity",407,4 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity),,25133247,13.21749207,16473,34431858,38.89421985,117355264,82923406,142289,33137,109152,13739,0.706907586,0.232885184,0.767114816,0.350350223
"cat 4, 90%aa --> 95% nt identity --> tpm>0",407,4 assemblies merged,DRAP (cluster ORFs at 90% aa identity  &#8594; cluster contigs at 95% nt identity &#8594; TPM>0 (used Salmon; original method used eXpress),,23667929,12.44688614,15583,31824789,35.94927523,98235488,66410699,102900,29683,73217,17193,0.633223825,0.288464529,0.711535471,0.396365239
"cat 4, 90%aa --> 95% nt identity --> tpm>10",407,4 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity &#8594; TPM>10 (used Salmon; original method used eXpress),,9621129,5.059720147,6732,11142370,12.5864189,16858249,5715879,11962,8636,3326,38240,0.184230736,0.721952851,0.278047149,0.293551786
"cat 4, 90%aa --> 95% nt identity --> tpm>1",407,4 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity &#8594; TPM>1 (used Salmon; original method used eXpress),,20479244,10.76996717,14590,27477597,31.03868802,76006650,48529053,82857,27449,55408,19427,0.585566175,0.331281606,0.668718394,0.423161416
"cat 4, 90%aa --> 95% nt identity --> tpm>3",407,4 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity &#8594; TPM>3 (used Salmon; original method used eXpress),,17287990,9.091697171,12023,21693455,24.50492239,41529910,19836455,43828,19759,24069,27117,0.421516341,0.450830519,0.549169481,0.435680896
"cat 4, 90%aa --> 95% nt identity --> tpm>5",407,4 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity &#8594; TPM>5 (used Salmon; original method used eXpress),,14267192,7.503069422,9985,17132180,19.35250707,29861170,12728990,28304,14910,13394,31966,0.318073214,0.526780667,0.473219333,0.396648045
"cat 4, 90%aa --> 95% nt identity --> tpm>0 -->TR 3/4",407,4 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity &#8594; TPM>0 &#8594;  Transrate contigs passing 3 of 4 criteria (used Salmon TPM>0; original method used eXpress FPKM>1 &amp;contigs meeting min. threshold based on all 4 crieteria),,23358260,12.28403223,15389,31302827,35.35966706,89797135,58494308,92013,29079,62934,17797,0.620338766,0.31603143,0.68396857,0.418737265
"cat 4, 90%aa --> 95% nt identity --> tpm>1 -->TR 3/4",407,4 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity &#8594; TPM>1 &#8594;  Transrate contigs passing 3 of 4 criteria (used Salmon TPM>1; original method used eXpress FPKM>1 &amp;contigs meeting min. threshold based on all 4 crieteria),,20437365,10.74794314,14504,27376763,30.92478596,73661657,46284894,78254,27196,51058,19680,0.580168956,0.34753495,0.65246505,0.434683929
"cat 4, 90%aa --> 95% nt identity --> tpm>0 -->TR 4/4",407,4 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity &#8594; TPM>0 &#8594;  Transrate contigs passing 4 of 4 criteria (used Salmon TPM>0; original method used eXpress FPKM>1),,18674654,9.820939215,13491,24717899,27.92133372,58375347,33657448,56029,24101,31928,22775,0.514143698,0.430152243,0.569847757,0.468412614
"cat 4, 90%aa --> 95% nt identity --> tpm>1 -->TR 4/4",407,4 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity &#8594; TPM>1 &#8594;  Transrate contigs passing 4 of 4 criteria (used Salmon TPM>1; original method used eXpress FPKM>1),,18697199,9.832795557,13332,24590759,27.7777164,58552021,33961262,52718,23496,29222,23380,0.501237307,0.445692173,0.554307827,0.471835653
