ContigSetID,cbID,contigSet,methodHTML,methodFails,transcriptBaseCoverage,transcriptBaseCoveragePercent,transcriptsPartial,contigBaseCoverage,contigBaseCoveragePercent,contigAssembledBases,contigAdditionalBases,contigsAssembled,contigsTP,contigsFP,contigsFN,contigSensitivity,contigSpecificity,contigFDR,contigF1
IDBA_HTk31.fa,idba,IDBA,normalized trimmed reads; k=31,,19524076,38.39913897,10905,19832932,51.45810129,27002640,7169708,23851,11903,11948,7917,0.600554995,0.499056643,0.500943357,0.545121476
IDBA_HTk41.fa,idba,IDBA,normalized trimmed reads; k=41,,21692850,42.66459328,11251,21928380,56.89490587,30254925,8326545,23372,12179,11193,7641,0.614480323,0.521093616,0.478906384,0.563947027
IDBA_HTk51.fa,idba,IDBA,normalized trimmed reads; k=51,,22678075,44.60229275,11300,22907626,59.4356366,31495817,8588191,22587,12210,10377,7610,0.6160444,0.540576438,0.459423562,0.575848327
IDBA_HTk61.fa,idba,IDBA,normalized trimmed reads; k=61,,23363072,45.9495163,11278,23574013,61.16463006,31988779,8414766,21666,12167,9499,7653,0.613874874,0.561571125,0.438428875,0.586559321
IDBA_HTk71.fa,idba,IDBA,normalized trimmed reads; k=71,,23781934,46.77331663,11257,23996817,62.26162828,32147785,8150968,21113,12145,8968,7675,0.612764884,0.575238005,0.424761995,0.593408741
rnaSPAdes_HFk29.fa,102,rnaSPAdes,trimmed reads; k=29,,22936498,45.11054834,11726,23328331,60.5271888,35576692,12248361,23950,13291,10659,6529,0.670585267,0.554947808,0.445052192,0.607310944
rnaSPAdes_HFk33.fa,102,rnaSPAdes,trimmed reads; k=33,,23449670,46.11983364,11698,23821995,61.80803886,40321245,16499250,25427,13272,12155,6548,0.66962664,0.521964841,0.478035159,0.586646629
rnaSPAdes_HFk49.fa,102,rnaSPAdes,trimmed reads; k=49,,24209619,47.61446966,11471,24523620,63.62846008,59412808,34889188,30645,12898,17747,6922,0.650756811,0.42088432,0.57911568,0.511166155
rnaSPAdes_HFk55.fa,102,rnaSPAdes,trimmed reads; k=55,,24306425,47.80486367,11379,24628991,63.90185342,66986727,42357736,32724,12726,19998,7094,0.642078708,0.388888889,0.611111111,0.484394032
rnaSPAdes_HTk29.fa,102,rnaSPAdes,normalized trimmed reads; k=29,,22431681,44.1176953,11519,22802095,59.16182812,32295095,9493000,22456,13060,9396,6760,0.658930373,0.58158176,0.41841824,0.61784464
rnaSPAdes_HTk33.fa,102,rnaSPAdes,normalized trimmed reads; k=33,,22831270,44.90359029,11485,23192259,60.1741393,32608735,9416476,22184,13026,9158,6794,0.657214934,0.58717995,0.41282005,0.620226645
rnaSPAdes_HTk49.fa,102,rnaSPAdes,normalized trimmed reads; k=49,,23505201,46.2290497,11234,23813261,61.78537781,35422691,11609430,21982,12634,9348,7186,0.637436932,0.574742972,0.425257028,0.604468686
rnaSPAdes_HTk55.fa,102,rnaSPAdes,normalized trimmed reads; k=55,,23539582,46.29666881,11121,23847721,61.87478699,38822963,14975242,22810,12434,10376,7386,0.627346115,0.545111793,0.454888207,0.583345062
SOAPdenovo_HFk21.fa,103,SOAPdenovo-Trans,trimmed reads; k=21,,19701978,38.74902921,10425,20025953,51.95890945,27359813,7333860,21870,11587,10283,8233,0.584611504,0.529812529,0.470187471,0.555864716
SOAPdenovo_HFk23.fa,103,SOAPdenovo-Trans,trimmed reads; k=23,,19909924,39.15800873,10444,20194565,52.39638654,27439417,7244852,21878,11514,10364,8306,0.580928355,0.52628211,0.47371789,0.552256703
SOAPdenovo_HFk25.fa,103,SOAPdenovo-Trans,trimmed reads; k=25,,20077572,39.48773183,10411,20346998,52.79188594,27573141,7226143,21758,11399,10359,8421,0.575126135,0.523899255,0.476100745,0.548318822
SOAPdenovo_HFk27.fa,103,SOAPdenovo-Trans,trimmed reads; k=27,,20026357,39.38700431,10385,20260871,52.56842267,27554525,7293654,21824,11271,10553,8549,0.568668012,0.51644978,0.48355022,0.541302469
SOAPdenovo_HFk29.fa,103,SOAPdenovo-Trans,trimmed reads; k=29,,19962223,39.26086823,10353,20173868,52.34268655,27427870,7254002,21954,11157,10797,8663,0.562916246,0.508198961,0.491801039,0.534160004
SOAPdenovo_HFk31.fa,103,SOAPdenovo-Trans,trimmed reads; k=31,,19928424,39.19439376,10330,20122021,52.20816543,27292453,7170432,21925,11030,10895,8790,0.556508577,0.503078677,0.496921323,0.528446521
SOAPdenovo_HFk41.fa,103,SOAPdenovo-Trans,trimmed reads; k=41,,19015978,37.399833,9881,19125687,49.62309854,26214894,7089207,22560,10264,12296,9556,0.517860747,0.454964539,0.545035461,0.484379424
SOAPdenovo_HFk51.fa,103,SOAPdenovo-Trans,trimmed reads; k=51,,17343210,34.10990261,9187,17385717,45.10860958,23942724,6557007,22449,9331,13118,10489,0.470787084,0.415653258,0.584346742,0.441505595
SOAPdenovo_HFk61.fa,103,SOAPdenovo-Trans,trimmed reads; k=61,,13976789,27.48896609,7546,14045958,36.44334229,19394707,5348749,16813,7728,9085,12092,0.389909183,0.459644323,0.540355677,0.421914667
SOAPdenovo_HFk71.fa,103,SOAPdenovo-Trans,trimmed reads; k=71,,6032875,11.86520712,3711,6050528,15.69857057,8169120,2118592,6882,3804,3078,16016,0.191927346,0.552746295,0.447253705,0.284922478
SOAPdenovo_HTk21.fa,103,SOAPdenovo-Trans,normalized trimmed reads; k=21,,18551903,36.48710963,10261,18860379,48.93473607,27061344,8200965,21629,11319,10310,8501,0.571089808,0.523325165,0.476674835,0.546165167
SOAPdenovo_HTk23.fa,103,SOAPdenovo-Trans,normalized trimmed reads; k=23,,18665789,36.71109587,10224,18965857,49.20840704,27352315,8386458,21676,11193,10483,8627,0.564732593,0.51637756,0.48362244,0.539473684
SOAPdenovo_HTk25.fa,103,SOAPdenovo-Trans,normalized trimmed reads; k=25,,18880000,37.13239714,10185,19133751,49.64402122,27360426,8226675,21620,11098,10522,8722,0.559939455,0.513320999,0.486679001,0.535617761
SOAPdenovo_HTk27.fa,103,SOAPdenovo-Trans,normalized trimmed reads; k=27,,18810193,36.99510364,10135,19071672,49.48295237,27569694,8498022,21750,10992,10758,8828,0.554591322,0.50537931,0.49462069,0.528842916
SOAPdenovo_HTk29.fa,103,SOAPdenovo-Trans,normalized trimmed reads; k=29,,18873476,37.119566,10136,19090114,49.53080159,27729855,8639741,21835,10888,10947,8932,0.549344097,0.498648958,0.501351042,0.522770376
SOAPdenovo_HTk31.fa,103,SOAPdenovo-Trans,normalized trimmed reads; k=31,,18763785,36.90383032,10105,18962601,49.19995909,27251754,8289153,21892,10748,11144,9072,0.542280525,0.4909556,0.5090444,0.515343306
SOAPdenovo_HTk41.fa,103,SOAPdenovo-Trans,normalized trimmed reads; k=41,,17814927,35.03765595,9697,17938820,46.5436788,25992747,8053927,22704,10081,12623,9739,0.508627649,0.444018675,0.555981325,0.474132255
SOAPdenovo_HTk51.fa,103,SOAPdenovo-Trans,normalized trimmed reads; k=51,,16161600,31.78596131,9092,16214520,42.06984689,23701468,7486948,22803,9225,13578,10595,0.465438951,0.404552033,0.595447967,0.432864885
SOAPdenovo_HTk61.fa,103,SOAPdenovo-Trans,normalized trimmed reads; k=61,,11759383,23.12786439,7695,11840022,30.71986791,18568117,6728095,19245,7941,11304,11879,0.400655903,0.412626656,0.587373344,0.406553181
SOAPdenovo_HTk71.fa,103,SOAPdenovo-Trans,normalized trimmed reads; k=71,,34587,0.06802427,150,34783,0.090247228,38466,3683,163,151,12,19669,0.007618567,0.926380368,0.073619632,0.015112846
TransLiG_HFk21.fa,104,TransLiG,trimmed reads; k=21,,19342013,38.04106505,10390,19444312,50.44979615,37856850,18412538,19129,11012,8117,8808,0.555600404,0.575670448,0.424329552,0.565457393
TransLiG_HFk23.fa,104,TransLiG,trimmed reads; k=23,,21001462,41.30480018,10531,21079492,54.69239921,36382056,15302564,17795,11031,6764,8789,0.556559031,0.619893228,0.380106772,0.586521335
TransLiG_HFk25.fa,104,TransLiG,trimmed reads; k=25,,21876380,43.02555244,10558,21913120,56.8553126,35981244,14068124,17138,11033,6105,8787,0.556659939,0.643774069,0.356225931,0.597056118
TransLiG_HFk27.fa,104,TransLiG,trimmed reads; k=27,,22245174,43.75088111,10523,22259673,57.7544716,36061873,13802200,16629,10897,5732,8923,0.549798184,0.65530098,0.34469902,0.597931356
TransLiG_HFk29.fa,104,TransLiG,trimmed reads; k=29,,22435753,44.12570394,10458,22441173,58.22538762,35863673,13422500,15984,10793,5191,9027,0.544550959,0.675237738,0.324762262,0.602893531
TransLiG_HFk31.fa,104,TransLiG,trimmed reads; k=31,,22774198,44.79134346,10375,22765650,59.06726871,36148783,13383133,15511,10658,4853,9162,0.537739657,0.687125266,0.312874734,0.603322861
TransLiG_HTk21.fa,104,TransLiG,normalized trimmed reads; k=21,,19060438,37.48727507,10396,19138794,49.65710568,38674086,19535292,18991,11045,7946,8775,0.557265388,0.58159128,0.41840872,0.569168535
TransLiG_HTk23.fa,104,TransLiG,normalized trimmed reads; k=23,,21029720,41.36037684,10578,21031021,54.56663739,36590841,15559820,17630,11061,6569,8759,0.558072654,0.627396483,0.372603517,0.59070761
TransLiG_HTk25.fa,104,TransLiG,normalized trimmed reads; k=25,,21886570,43.04559371,10575,21853344,56.70021907,36020377,14167033,16878,10978,5900,8842,0.553884965,0.650432516,0.349567484,0.598288735
TransLiG_HTk27.fa,104,TransLiG,normalized trimmed reads; k=27,,22272107,43.80385181,10508,22234023,57.68792066,35781825,13547802,16379,10888,5491,8932,0.549344097,0.664753648,0.335246352,0.601563579
TransLiG_HTk29.fa,104,TransLiG,normalized trimmed reads; k=29,,22529250,44.30958995,10518,22480471,58.32734937,35785076,13304605,15788,10798,4990,9022,0.544803229,0.683937167,0.316062833,0.606492923
TransLiG_HTk31.fa,104,TransLiG,normalized trimmed reads; k=31,,22741929,44.72787814,10391,22687822,58.86533784,35417151,12729329,15232,10659,4573,9161,0.537790111,0.699776786,0.300223214,0.608182129
Trinity_HTk21.fa,105,Trinity,Trinity's <em>in silico</em> normalization of trimmed reads; k=21,,23935738,47.07581193,12181,24053205,62.40793138,38754309,14701104,27184,13356,13828,6464,0.673864783,0.491318423,0.508681577,0.56829206
Trinity_HTk23.fa,105,Trinity,Trinity's <em>in silico</em> normalization of normalized trimmed reads; k=23,,24301783,47.79573398,12154,24387349,63.27489426,38622881,14235532,26660,13248,13412,6572,0.668415742,0.496924231,0.503075769,0.570051635
Trinity_HTk25.fa,105,Trinity,Trinity's <em>in silico</em> normalization of normalized trimmed reads; k=25,,24895337,48.96311124,12344,24888348,64.57477555,40206027,15317679,26855,13387,13468,6433,0.67542886,0.498491901,0.501508099,0.573626138
Trinity_HTk27.fa,105,Trinity,Trinity's <em>in silico</em> normalization of normalized trimmed reads; k=27,,24900245,48.97276409,12279,24852983,64.48301828,39340895,14487912,26350,13303,13047,6517,0.671190716,0.504857685,0.495142315,0.576261642
Trinity_HTk29.fa,105,Trinity,Trinity's <em>in silico</em> normalization of normalized trimmed reads; k=29,,24871052,48.91534852,12164,24842300,64.45530039,38853787,14011487,25815,13143,12672,6677,0.663118063,0.509122603,0.490877397,0.576005259
Trinity_HTk31.fa,105,Trinity,Trinity's <em>in silico</em> normalization of normalized trimmed reads; k=31,,24696709,48.57245797,12038,24647515,63.9499154,38481367,13833852,25483,12937,12546,6883,0.652724521,0.507671781,0.492328219,0.571132155
median,106,median,of all single k-mer assemblies,,21361285,42.01248506,10544.5,21573611.5,55.9744311,31879017,8613966,21908.5,11359,10502.5,8461,0.573107972,0.522645003,0.477354997,0.566874727
"cat 15, cluster ORFs @ 90% aa identity",507,15 assemblies merged,DRAP (cluster ORFs at 90% aa identity),,24561791,48.30710687,12439,24740242,64.19050289,75781458,51041216,58071,14097,43974,5723,0.711251261,0.242754559,0.757245441,0.361967365
"cat 15, 90%aa --> 95% nt identity",507,15 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity),,23389329,46.00115748,11742,23690941,61.46800895,50218183,26527242,27918,13289,14629,6531,0.670484359,0.476001146,0.523998854,0.556747245
"cat 15, 90%aa --> 95% nt identity --> tpm>0",507,15 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity &#8594; TPM>0 (used Salmon; original method used eXpress),,17614075,34.64262861,9203,17771730,46.11015066,36933205,19161475,18275,10215,8060,9605,0.515388496,0.558960328,0.441039672,0.536290852
"cat 15, 90%aa --> 95% nt identity --> tpm>10",507,15 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity &#8594; TPM>10 (used Salmon; original method used eXpress),,14570119,28.65590281,7499,14547844,37.74552497,25802270,11254426,10706,7805,2901,12015,0.393794147,0.72903045,0.27096955,0.511367359
"cat 15, 90%aa --> 95% nt identity --> tpm>1",507,15 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity &#8594; TPM>1 (used Salmon; original method used eXpress),,17122048,33.67493041,9085,17292793,44.86751096,34812928,17520135,17724,10083,7641,9737,0.508728557,0.568889641,0.431110359,0.537129768
"cat 15, 90%aa --> 95% nt identity --> tpm>3",507,15 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity &#8594; TPM>3 (used Salmon; original method used eXpress),,16885969,33.21062007,8951,17066593,44.28061727,32952229,15885636,16941,9928,7013,9892,0.500908174,0.586033882,0.413966118,0.540137646
"cat 15, 90%aa --> 95% nt identity --> tpm>5",507,15 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity &#8594; TPM>5 (used Salmon; original method used eXpress),,16532260,32.51495995,8743,16667440,43.24498343,31116659,14449219,15624,9607,6017,10213,0.484712412,0.614887353,0.385112647,0.542094572
"cat 15, 90%aa --> 95% nt identity --> tpm>0 -->TR 3/4",507,15 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity &#8594; TPM>0 &#8594;  Transrate contigs passing 3 of 4 criteria (used Salmon TPM>0; original method used eXpress FPKM>1 &amp;contigs meeting min. threshold based on all 4 crieteria),,,,,,,,,,,,,,,,
"cat 15, 90%aa --> 95% nt identity --> tpm>1 -->TR 3/4",507,15 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity &#8594; TPM>1 &#8594;  Transrate contigs passing 3 of 4 criteria (used Salmon TPM>1; original method used eXpress FPKM>1 &amp;contigs meeting min. threshold based on all 4 crieteria),,,,,,,,,,,,,,,,
"cat 15, 90%aa --> 95% nt identity --> tpm>0 -->TR 4/4",507,15 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity &#8594; TPM>0 &#8594;  Transrate contigs passing 4 of 4 criteria (used Salmon TPM>0; original method used eXpress FPKM>1),,,,,,,,,,,,,,,,
"cat 15, 90%aa --> 95% nt identity --> tpm>1 -->TR 4/4",507,15 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity &#8594; TPM>1 &#8594;  Transrate contigs passing 4 of 4 criteria (used Salmon TPM>1; original method used eXpress FPKM>1),,,,,,,,,,,,,,,,
"cat 4, cluster ORFs @ 90% aa identity",407,4 assemblies merged,DRAP (cluster ORFs at 90% aa identity),,24197204,47.59005236,12044,24514678,63.60525936,51253710,26739032,39620,13697,25923,6123,0.691069627,0.345709238,0.654290762,0.460868102
"cat 4, 90%aa --> 95% nt identity",407,4 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity),,23172641,45.57498455,11433,23549784,61.10176602,37220492,13670708,24388,12959,11429,6861,0.653834511,0.531367886,0.468632114,0.586273978
"cat 4, 90%aa --> 95% nt identity --> tpm>0",407,4 assemblies merged,DRAP (cluster ORFs at 90% aa identity  &#8594; cluster contigs at 95% nt identity &#8594; TPM>0 (used Salmon; original method used eXpress),,16422778,32.29963532,8724,16648181,43.19501444,26233739,9585558,16250,9782,6468,10038,0.493541877,0.601969231,0.398030769,0.542389798
"cat 4, 90%aa --> 95% nt identity --> tpm>10",407,4 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity &#8594; TPM>10 (used Salmon; original method used eXpress),,13702448,26.94940365,7284,13706377,35.56227269,19914234,6207857,9985,7655,2330,12165,0.386226034,0.766649975,0.233350025,0.513672203
"cat 4, 90%aa --> 95% nt identity --> tpm>1",407,4 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity &#8594; TPM>1 (used Salmon; original method used eXpress),,15693845,30.86600027,8601,15926250,41.32190771,24849476,8923226,15851,9649,6202,10171,0.486831483,0.60873131,0.39126869,0.540999692
"cat 4, 90%aa --> 95% nt identity --> tpm>3",407,4 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity &#8594; TPM>3 (used Salmon; original method used eXpress),,15564251,30.61112019,8536,15791000,40.97099095,24259838,8468838,15433,9562,5871,10258,0.482441978,0.619581416,0.380418584,0.542478654
"cat 4, 90%aa --> 95% nt identity --> tpm>5",407,4 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity &#8594; TPM>5 (used Salmon; original method used eXpress),,15333727,30.1577352,8386,15520446,40.26901733,23453573,7933127,14481,9327,5154,10493,0.470585267,0.644085353,0.355914647,0.543832541
"cat 4, 90%aa --> 95% nt identity --> tpm>0 -->TR 3/4",407,4 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity &#8594; TPM>0 &#8594;  Transrate contigs passing 3 of 4 criteria (used Salmon TPM>0; original method used eXpress FPKM>1 &amp;contigs meeting min. threshold based on all 4 crieteria),,15485476,30.45618881,8232,15727655,40.80663737,23021007,7293352,14735,9263,5472,10557,0.467356206,0.628639294,0.371360706,0.536130806
"cat 4, 90%aa --> 95% nt identity --> tpm>1 -->TR 3/4",407,4 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity &#8594; TPM>1 &#8594;  Transrate contigs passing 3 of 4 criteria (used Salmon TPM>1; original method used eXpress FPKM>1 &amp;contigs meeting min. threshold based on all 4 crieteria),,14857087,29.22029951,8119,15099509,39.17686319,22159706,7060197,14457,9142,5315,10678,0.461251261,0.632358027,0.367641973,0.533418911
"cat 4, 90%aa --> 95% nt identity --> tpm>0 -->TR 4/4",407,4 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity &#8594; TPM>0 &#8594;  Transrate contigs passing 4 of 4 criteria (used Salmon TPM>0; original method used eXpress FPKM>1),,10486655,20.624716,6261,10712331,27.79398496,13525837,2813506,10332,7078,3254,12742,0.357114026,0.685056136,0.314943864,0.469487928
"cat 4, 90%aa --> 95% nt identity --> tpm>1 -->TR 4/4",407,4 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity &#8594; TPM>1 &#8594;  Transrate contigs passing 4 of 4 criteria (used Salmon TPM>1; original method used eXpress FPKM>1),,10133091,19.92934106,6191,10353993,26.86424884,13190931,2836938,10197,7005,3192,12815,0.353430878,0.686966755,0.313033245,0.466735517
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
