ContigSetID,cbID,contigSet,methodHTML,methodFails,transcriptBaseCoverage,transcriptBaseCoveragePercent,transcriptsPartial,contigBaseCoverage,contigBaseCoveragePercent,contigAssembledBases,contigAdditionalBases,contigsAssembled,contigsTP,contigsFP,contigsFN,contigSensitivity,contigSpecificity,contigFDR,contigF1
SOAPdenovo_HFk51.fa,103,SOAPdenovo-Trans,trimmed reads; k=51,,14013323,6.769219582,14185,17452978,19.06461141,37581060,20128082,87844,22215,65629,21718,0.50565634,0.252891489,0.747108511,0.337160506
SOAPdenovo_HFk61.fa,103,SOAPdenovo-Trans,trimmed reads; k=61,,8793920,4.247955711,11302,10390959,11.35047529,20294409,9903450,43616,14775,28841,29158,0.336307559,0.338751834,0.661248166,0.337525272
SOAPdenovo_HFk71.fa,103,SOAPdenovo-Trans,trimmed reads; k=71,,1926173,0.930449401,3733,2196716,2.399563955,3382743,1186027,7937,4393,3544,39540,0.099993171,0.553483684,0.446516316,0.169385001
SOAPdenovo_HTk21.fa,103,SOAPdenovo-Trans,normalized trimmed reads; k=21,,20373780,9.84167642,15214,26903457,29.3877614,63775183,36871726,120805,27599,93206,16334,0.628206587,0.228459087,0.771540913,0.335065377
SOAPdenovo_HTk23.fa,103,SOAPdenovo-Trans,normalized trimmed reads; k=23,,20650728,9.975457809,15205,27220701,29.73430017,63522695,36301994,120087,27641,92446,16292,0.629162588,0.23017479,0.76982521,0.337044263
SOAPdenovo_HTk25.fa,103,SOAPdenovo-Trans,normalized trimmed reads; k=25,,20519626,9.912128203,15186,27044307,29.5416177,62724539,35680232,119119,27671,91448,16262,0.629845446,0.232297115,0.767702885,0.339413193
SOAPdenovo_HTk27.fa,103,SOAPdenovo-Trans,normalized trimmed reads; k=27,,20327026,9.81909162,15249,26751741,29.22203573,62027873,35276132,119113,27806,91307,16127,0.632918307,0.233442194,0.766557806,0.341081658
SOAPdenovo_HTk29.fa,103,SOAPdenovo-Trans,normalized trimmed reads; k=29,,20019925,9.670744643,15423,26379027,28.81490477,61006324,34627297,119503,28306,91197,15627,0.644299274,0.236864347,0.763135653,0.346386353
SOAPdenovo_HTk31.fa,103,SOAPdenovo-Trans,normalized trimmed reads; k=31,,19538076,9.437984598,15405,25702080,28.0754475,59608786,33906706,119584,28163,91421,15770,0.641044317,0.235508095,0.764491905,0.344465713
SOAPdenovo_HTk41.fa,103,SOAPdenovo-Trans,normalized trimmed reads; k=41,,16988767,8.206525622,15013,21875968,23.89602675,50616056,28740088,112476,26024,86452,17909,0.592356543,0.231373804,0.768626196,0.332768575
SOAPdenovo_HTk51.fa,103,SOAPdenovo-Trans,normalized trimmed reads; k=51,,13404640,6.475191614,14098,16639148,18.17563116,37343937,20704789,87832,22101,65731,21832,0.50306148,0.251628108,0.748371892,0.335460858
SOAPdenovo_HTk61.fa,103,SOAPdenovo-Trans,normalized trimmed reads; k=61,,8045378,3.886368016,11300,9546119,10.42762153,19938182,10392063,45069,14750,30319,29183,0.335738511,0.327275955,0.672724045,0.331453226
SOAPdenovo_HTk71.fa,103,SOAPdenovo-Trans,normalized trimmed reads; k=71,,46839,0.022625859,192,50917,0.05561875,53418,2501,209,202,7,43731,0.00459791,0.966507177,0.033492823,0.009152281
TransLiG_HFk21.fa,104,TransLiG,trimmed reads; k=21,,23790308,11.49205073,15474,30915478,33.77025826,85764047,54848569,66487,25085,41402,18848,0.570983088,0.377291801,0.622708199,0.454356095
TransLiG_HFk23.fa,104,TransLiG,trimmed reads; k=23,,25722674,12.42549169,15487,33500318,36.59378615,83232793,49732475,62315,25112,37203,18821,0.57159766,0.402984835,0.597015165,0.472705369
TransLiG_HFk25.fa,104,TransLiG,trimmed reads; k=25,,26230093,12.67060348,15476,34183394,37.33993839,82924312,48740918,59874,25075,34799,18858,0.570755469,0.418796139,0.581203861,0.483108076
TransLiG_HFk27.fa,104,TransLiG,trimmed reads; k=27,,25994972,12.55702687,15394,33883734,37.01260735,78980258,45096524,56375,24683,31692,19250,0.561832791,0.43783592,0.56216408,0.492144196
TransLiG_HFk29.fa,104,TransLiG,trimmed reads; k=29,,25906376,12.51423004,15323,33788609,36.90869837,78007869,44219260,53821,24472,29349,19461,0.557030023,0.454692406,0.545307594,0.500685394
TransLiG_HFk31.fa,104,TransLiG,trimmed reads; k=31,,25705950,12.41741307,15207,33460818,36.55063867,75859806,42398988,51458,24122,27336,19811,0.549063346,0.468770648,0.531229352,0.505750018
TransLiG_HTk21.fa,104,TransLiG,normalized trimmed reads; k=21,,23378703,11.29322247,15380,30176672,32.96322984,87391303,57214631,65847,24732,41115,19201,0.562948126,0.375597977,0.624402023,0.450573875
TransLiG_HTk23.fa,104,TransLiG,normalized trimmed reads; k=23,,25347419,12.24422252,15437,32877551,35.91351194,85444120,52566569,62029,24782,37247,19151,0.564086222,0.399522804,0.600477196,0.467752591
TransLiG_HTk25.fa,104,TransLiG,normalized trimmed reads; k=25,,25825141,12.47498899,15408,33661242,36.76957011,85523870,51862628,59851,24863,34988,19070,0.565929939,0.415414947,0.584585053,0.479129731
TransLiG_HTk27.fa,104,TransLiG,normalized trimmed reads; k=27,,25627633,12.37958157,15332,33390237,36.47354011,80834950,47444713,56624,24457,32167,19476,0.556688594,0.431919327,0.568080673,0.486430582
TransLiG_HTk29.fa,104,TransLiG,normalized trimmed reads; k=29,,25646512,12.38870118,15265,33363470,36.44430141,79502555,46139085,54131,24325,29806,19608,0.553684019,0.449372818,0.550627182,0.496104585
TransLiG_HTk31.fa,104,TransLiG,normalized trimmed reads; k=31,,25412028,12.27543228,15123,33056882,36.10940263,77923700,44866818,52053,23972,28081,19961,0.545649057,0.460530613,0.539469387,0.499489509
Trinity_HTk21.fa,105,Trinity,Trinity's <em>in silico</em> normalization of trimmed reads; k=21,,27253579,13.16500452,17486,37972480,41.47891411,111013430,73040950,208231,34088,174143,9845,0.77590877,0.163702811,0.836297189,0.270363732
Trinity_HTk23.fa,105,Trinity,Trinity's <em>in silico</em> normalization of normalized trimmed reads; k=23,,27602945,13.33376786,17548,38690575,42.26331904,111804248,73113673,205501,34288,171213,9645,0.780461157,0.16685077,0.83314923,0.274926433
Trinity_HTk25.fa,105,Trinity,Trinity's <em>in silico</em> normalization of normalized trimmed reads; k=25,,28375308,13.70686243,17969,39754790,43.42580521,123360673,83605883,212232,35165,177067,8768,0.800423372,0.165691319,0.834308681,0.274549607
Trinity_HTk27.fa,105,Trinity,Trinity's <em>in silico</em> normalization of normalized trimmed reads; k=27,,28076999,13.56276248,17968,39280223,42.907416,121441166,82160943,208148,34977,173171,8956,0.796144129,0.168039088,0.831960912,0.27750604
Trinity_HTk29.fa,105,Trinity,Trinity's <em>in silico</em> normalization of normalized trimmed reads; k=29,,27664832,13.36366274,17873,38907565,42.50034622,116795330,77887765,198806,34861,163945,9072,0.793503744,0.175351851,0.824648149,0.287230317
Trinity_HTk31.fa,105,Trinity,Trinity's <em>in silico</em> normalization of normalized trimmed reads; k=31,,27215355,13.14654019,17769,38202362,41.73002375,111612088,73409726,189114,34575,154539,9358,0.786993832,0.182826232,0.817173768,0.296721262
median,106,median,of all single k-mer assemblies,,25714312,12.42145238,15535,33480568,36.57221241,83078552.5,51283714.5,120446,28528,92826,15405,0.649352423,0.232129234,0.767870766,0.338252748
"cat 15, cluster ORFs @ 90% aa identity",507,15 assemblies merged,DRAP (cluster ORFs at 90% aa identity),,29928153,14.45697351,18389,41413651,45.23784785,266752775,225339124,432115,35484,396631,8449,0.807684429,0.082117029,0.917882971,0.149077404
"cat 15, 90%aa --> 95% nt identity",507,15 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity),,27879761,13.46748548,17217,39025185,42.62882742,166291463,127266278,234944,33758,201186,10175,0.768397332,0.143685304,0.856314696,0.242099564
"cat 15, 90%aa --> 95% nt identity --> tpm>0",507,15 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity &#8594; TPM>0 (used Salmon; original method used eXpress),,25741286,12.43448233,16365,35519944,38.79990736,135052507,99532563,174982,31007,143975,12926,0.705779255,0.177201084,0.822798916,0.283278898
"cat 15, 90%aa --> 95% nt identity --> tpm>10",507,15 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity &#8594; TPM>10 (used Salmon; original method used eXpress),,8795210,4.248578853,6261,10283177,11.23274054,16518881,6235704,11292,7994,3298,35939,0.181958892,0.707934821,0.292065179,0.289506564
"cat 15, 90%aa --> 95% nt identity --> tpm>1",507,15 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity &#8594; TPM>1 (used Salmon; original method used eXpress),,22774668,11.00143974,15534,31427685,34.3297632,96968825,65541140,142430,29227,113203,14706,0.665263014,0.205202556,0.794797444,0.313656681
"cat 15, 90%aa --> 95% nt identity --> tpm>3",507,15 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity &#8594; TPM>3 (used Salmon; original method used eXpress),,19138515,9.244974265,13342,24645259,26.92103811,56166375,31521116,77265,22815,54450,21118,0.5193135,0.295282469,0.704717531,0.376491361
"cat 15, 90%aa --> 95% nt identity --> tpm>5",507,15 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity &#8594; TPM>5 (used Salmon; original method used eXpress),,14916101,7.2053119,10315,18164370,19.84169438,34102115,15937745,32498,15478,17020,28455,0.352309198,0.476275463,0.523724537,0.405018906
"cat 15, 90%aa --> 95% nt identity --> tpm>0 -->TR 3/4",507,15 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity &#8594; TPM>0 &#8594;  Transrate contigs passing 3 of 4 criteria (used Salmon TPM>0; original method used eXpress FPKM>1 &amp;contigs meeting min. threshold based on all 4 crieteria),,24426063,11.79915599,15873,33547369,36.64518191,105682759,72135390,144737,29816,114921,14117,0.678669793,0.20600123,0.79399877,0.316065087
"cat 15, 90%aa --> 95% nt identity --> tpm>1 -->TR 3/4",507,15 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity &#8594; TPM>1 &#8594;  Transrate contigs passing 3 of 4 criteria (used Salmon TPM>1; original method used eXpress FPKM>1 &amp;contigs meeting min. threshold based on all 4 crieteria),,22173992,10.71127961,15241,30414079,33.22255935,86758282,56344203,126764,28458,98306,15475,0.647759088,0.224495914,0.775504086,0.333432925
"cat 15, 90%aa --> 95% nt identity --> tpm>0 -->TR 4/4",507,15 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity &#8594; TPM>0 &#8594;  Transrate contigs passing 4 of 4 criteria (used Salmon TPM>0; original method used eXpress FPKM>1),,16013904,7.735612212,12724,21756648,23.76568856,51116634,29359986,55850,22460,33390,21473,0.511233014,0.402148612,0.597851388,0.450176884
"cat 15, 90%aa --> 95% nt identity --> tpm>1 -->TR 4/4",507,15 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity &#8594; TPM>1 &#8594;  Transrate contigs passing 4 of 4 criteria (used Salmon TPM>1; original method used eXpress FPKM>1),,15986292,7.72227407,12464,21538920,23.52785524,46864776,25325856,49804,21607,28197,22326,0.491817085,0.433840655,0.566159345,0.461013261
"cat 4, cluster ORFs @ 90% aa identity",407,4 assemblies merged,DRAP (cluster ORFs at 90% aa identity),,29014756,14.01575162,17791,40209682,43.9227026,184849829,144640147,313437,34633,278804,9300,0.788314024,0.110494294,0.889505706,0.19382153
"cat 4, 90%aa --> 95% nt identity",407,4 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity),,27308875,13.19171558,16866,38143201,41.66539973,131738867,93595666,207311,33064,174247,10869,0.752600551,0.159489849,0.840510151,0.263202305
"cat 4, 90%aa --> 95% nt identity --> tpm>0",407,4 assemblies merged,DRAP (cluster ORFs at 90% aa identity  &#8594; cluster contigs at 95% nt identity &#8594; TPM>0 (used Salmon; original method used eXpress),,25448321,12.29296383,16128,34831845,38.0482683,108957124,74125279,160126,30308,129818,13625,0.689868664,0.189275945,0.810724055,0.297051343
"cat 4, 90%aa --> 95% nt identity --> tpm>10",407,4 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity &#8594; TPM>10 (used Salmon; original method used eXpress),,8864217,4.281913097,6353,10439097,11.40305842,15612237,5173140,11756,8266,3490,35667,0.188150138,0.703130316,0.296869684,0.296862935
"cat 4, 90%aa --> 95% nt identity --> tpm>1",407,4 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity &#8594; TPM>1 (used Salmon; original method used eXpress),,22111112,10.68090504,15292,30394935,33.20164757,83077780,52682845,135604,28669,106935,15264,0.652561856,0.211417067,0.788582933,0.319365925
"cat 4, 90%aa --> 95% nt identity --> tpm>3",407,4 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity &#8594; TPM>3 (used Salmon; original method used eXpress),,18856725,9.108853918,13164,24368920,26.61918156,50581976,26213056,74210,22605,51605,21328,0.514533494,0.304608543,0.695391457,0.382671847
"cat 4, 90%aa --> 95% nt identity --> tpm>5",407,4 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity &#8594; TPM>5 (used Salmon; original method used eXpress),,14881030,7.188370644,10206,18220505,19.90301297,31312404,13091899,32047,15442,16605,28491,0.351489769,0.481854776,0.518145224,0.406475388
"cat 4, 90%aa --> 95% nt identity --> tpm>0 -->TR 3/4",407,4 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity &#8594; TPM>0 &#8594;  Transrate contigs passing 3 of 4 criteria (used Salmon TPM>0; original method used eXpress FPKM>1 &amp;contigs meeting min. threshold based on all 4 crieteria),,24815809,11.98742513,15867,33798363,36.91935306,96424052,62625689,138758,29591,109167,14342,0.673548358,0.213256173,0.786743827,0.323945898
"cat 4, 90%aa --> 95% nt identity --> tpm>1 -->TR 3/4",407,4 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity &#8594; TPM>1 &#8594;  Transrate contigs passing 3 of 4 criteria (used Salmon TPM>1; original method used eXpress FPKM>1 &amp;contigs meeting min. threshold based on all 4 crieteria),,21648886,10.45762401,15039,29594230,32.3270043,76241540,46647310,119904,27940,91964,15993,0.635968406,0.233019749,0.766980251,0.341070698
"cat 4, 90%aa --> 95% nt identity --> tpm>0 -->TR 4/4",407,4 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity &#8594; TPM>0 &#8594;  Transrate contigs passing 4 of 4 criteria (used Salmon TPM>0; original method used eXpress FPKM>1),,18119850,8.752902037,13112,24281987,26.52422104,54621005,30339018,56238,22706,33532,21227,0.516832449,0.403748355,0.596251645,0.45334478
"cat 4, 90%aa --> 95% nt identity --> tpm>1 -->TR 4/4",407,4 assemblies merged,DRAP (cluster ORFs at 90% aa identity &#8594; cluster contigs at 95% nt identity &#8594; TPM>1 &#8594;  Transrate contigs passing 4 of 4 criteria (used Salmon TPM>1; original method used eXpress FPKM>1),,16433455,7.938278835,12249,21887532,23.90865858,44337073,22449541,45964,20695,25269,23238,0.471058202,0.450243669,0.549756331,0.460415809
